"";"SERCODIGOTROLL";"SERSTATUS";"FNTID";"TEMID";"SERNOME_P";"SERDESCRICAO_P";"SERLIBERADA";"SERPRIVATIVA";"SERPRAZOATUALIZACAO";"SERINDICADORIPEA";"SERHISTORICA";"SERHISTORICO";"SERINDGER";"BANCO";"COND_EXIB";"GRANDE_TEMA"
"2869";"CONFAZ12_FUNDBA12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Bahia (BA)";"Contribuição para o Fundaf - Bahia (BA)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2870";"CONFAZ12_FUNDCE12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Ceará (CE)";"Contribuição para o Fundaf - Ceará (CE)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2871";"CONFAZ12_FUNDDF12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Distrito Federal (DF)";"Contribuição para o Fundaf - Distrito Federal (DF)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2872";"CONFAZ12_FUNDES12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Espírito Santo (ES)";"Contribuição para o Fundaf - Espírito Santo (ES)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2873";"CONFAZ12_FUNDGO12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Goiás (GO)";"Contribuição para o Fundaf - Goiás (GO)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2874";"CONFAZ12_FUNDMA12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Maranhão (MA)";"Contribuição para o Fundaf - Maranhão (MA)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2875";"CONFAZ12_FUNDMG12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Minas Gerais (MG)";"Contribuição para o Fundaf - Minas Gerais (MG)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2876";"CONFAZ12_FUNDMS12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Mato Grosso do Sul (MS)";"Contribuição para o Fundaf - Mato Grosso do Sul (MS)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2877";"CONFAZ12_FUNDMT12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Mato Grosso (MT)";"Contribuição para o Fundaf - Mato Grosso (MT)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2878";"CONFAZ12_FUNDPA12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Pará (PA)";"Contribuição para o Fundaf - Pará (PA)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2879";"CONFAZ12_FUNDPB12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Paraíba (PB)";"Contribuição para o Fundaf - Paraíba (PB)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2880";"CONFAZ12_FUNDPE12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Pernambuco (PE)";"Contribuição para o Fundaf - Pernambuco (PE)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2881";"CONFAZ12_FUNDPI12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Piauí (PI)";"Contribuição para o Fundaf - Piauí (PI)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2882";"CONFAZ12_FUNDPR12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Paraná (PR)";"Contribuição para o Fundaf - Paraná (PR)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2883";"CONFAZ12_FUNDRJ12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Rio de Janeiro (RJ)";"Contribuição para o Fundaf - Rio de Janeiro (RJ)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2884";"CONFAZ12_FUNDRN12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Rio Grande do Norte (RN)";"Contribuição para o Fundaf - Rio Grande do Norte (RN)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2885";"CONFAZ12_FUNDRO12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Rondônia (RO)";"Contribuição para o Fundaf - Rondônia (RO)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2886";"CONFAZ12_FUNDRR12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Roraima (RR)";"Contribuição para o Fundaf - Roraima (RR)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2887";"CONFAZ12_FUNDRS12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Rio Grande do Sul (RS)";"Contribuição para o Fundaf - Rio Grande do Sul (RS)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2888";"CONFAZ12_FUNDSC12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Santa Catarina (SC)";"Contribuição para o Fundaf - Santa Catarina (SC)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2889";"CONFAZ12_FUNDSE12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Sergipe (SE)";"Contribuição para o Fundaf - Sergipe (SE)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2890";"CONFAZ12_FUNDSP12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - São Paulo (SP)";"Contribuição para o Fundaf - São Paulo (SP)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2891";"CONFAZ12_FUNDTO12";"Inativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Contribuição - Fundaf - Tocantins (TO)";"Contribuição para o Fundaf - Tocantins (TO)";"Não oculta";"Intranet";0;0;0;NA;NA;"CONFAZ12";"Intranet";"Macro"
"2892";"CONFAZ12_ICMSAC12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Acre (AC)";"Imposto sobre a circulação de mercadorias (ICMS) - Acre (AC)";"Não oculta";"Internet";100;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2893";"CONFAZ12_ICMSAL12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Alagoas (AL)";"Imposto sobre a circulação de mercadorias (ICMS) - Alagoas (AL)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2894";"CONFAZ12_ICMSAM12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Amazonas (AM)";"Imposto sobre a circulação de mercadorias (ICMS) - Amazonas (AM)";"Não oculta";"Internet";100;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2895";"CONFAZ12_ICMSAP12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Amapá (AP)";"Imposto sobre a circulação de mercadorias (ICMS) - Amapá (AP)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2896";"CONFAZ12_ICMSBA12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Bahia (BA)";"Imposto sobre a circulação de mercadorias (ICMS) - Bahia (BA)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2897";"CONFAZ12_ICMSCE12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Ceará (CE)";"Imposto sobre a circulação de mercadorias (ICMS) - Ceará (CE)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2898";"CONFAZ12_ICMSDF12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Distrito Federal (DF)";"Imposto sobre a circulação de mercadorias (ICMS) - Distrito Federal (DF)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2899";"CONFAZ12_ICMSES12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Espírito Santo (ES)";"Imposto sobre a circulação de mercadorias (ICMS) - Espírito Santo (ES)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2900";"CONFAZ12_ICMSGO12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Goiás (GO)";"Imposto sobre a circulação de mercadorias (ICMS) - Goiás (GO)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2901";"CONFAZ12_ICMSMA12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Maranhão (MA)";"Imposto sobre a circulação de mercadorias (ICMS) - Maranhão (MA)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2902";"CONFAZ12_ICMSMG12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Minas Gerais (MG)";"Imposto sobre a circulação de mercadorias (ICMS) - Minas Gerais (MG)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2903";"CONFAZ12_ICMSMS12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Mato Grosso do Sul (MS)";"Imposto sobre a circulação de mercadorias (ICMS) - Mato Grosso do Sul (MS)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2904";"CONFAZ12_ICMSMT12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Mato Grosso (MT)";"Imposto sobre a circulação de mercadorias (ICMS) - Mato Grosso (MT)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2905";"CONFAZ12_ICMSPA12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Pará (PA)";"Imposto sobre a circulação de mercadorias (ICMS) - Pará (PA)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2906";"CONFAZ12_ICMSPB12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Paraíba (PB)";"Imposto sobre a circulação de mercadorias (ICMS) - Paraíba (PB)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2907";"CONFAZ12_ICMSPE12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Pernambuco (PE)";"Imposto sobre a circulação de mercadorias (ICMS) - Pernambuco (PE)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2908";"CONFAZ12_ICMSPI12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Piauí (PI)";"Imposto sobre a circulação de mercadorias (ICMS) - Piauí (PI)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2909";"CONFAZ12_ICMSPR12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Paraná (PR)";"Imposto sobre a circulação de mercadorias (ICMS) - Paraná (PR)";"Não oculta";"Internet";100;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
"2910";"CONFAZ12_ICMSRJ12";"Ativa";"Min. Fazenda/Cotepe";"Finanças públicas";"Imposto sobre a circulação de mercadorias (ICMS) - Rio de Janeiro (RJ)";"Imposto sobre a circulação de mercadorias (ICMS) - Rio de Janeiro (RJ)";"Não oculta";"Internet";40;0;0;"Revisada em 21/fev/2002.";NA;"CONFAZ12";"Internet";"Macro"
