"";"SERCODIGOTROLL";"SERSTATUS";"FNTID";"TEMID";"SERNOME_P";"SERDESCRICAO_P";"SERLIBERADA";"SERPRIVATIVA";"SERPRAZOATUALIZACAO";"SERINDICADORIPEA";"SERHISTORICA";"SERHISTORICO";"SERINDGER";"BANCO";"COND_EXIB";"GRANDE_TEMA"
"11818";"ANP_XQUEROS";"Inativa";"ANP";"Comércio exterior";"Exportações - querosene - qde.";"Exportação de querosene: quantidade.";"Não oculta";"Internet";360;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11819";"ANP_MQUEROS";"Ativa";"ANP";"Comércio exterior";"Importações - querosene - qde.";"Importação de querosene: quantidade";"Não oculta";"Internet";150;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11820";"ANP_PQUEROS";"Inativa";"ANP";"Produção";"Produção - querosene - qde.";"Produção de querosene: quantidade.";"Não oculta";"Internet";360;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11821";"ANP_CQUEROS";"Inativa";"ANP";"Consumo e vendas";"Consumo aparente - querosene - qde.";"Consumo aparente de querosene: quantidade.";"Não oculta";"Internet";360;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11822";"ANP_MCARVAO";"Ativa";"ANP";"Comércio exterior";"Importações - coque de carvão mineral - qde.";"Importações de coque de carvão mineral: quantidade";"Não oculta";"Internet";150;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11823";"ANP_PCARVAO";"Inativa";"ANP";"Produção";"Produção - coque de carvão mineral - qde.";"Produção de coque de carvão mineral: quantidade.";"Não oculta";"Internet";360;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11824";"ANP_CCARVAO";"Inativa";"ANP";"Consumo e vendas";"Consumo aparente - coque de carvão mineral - qde.";"Consumo aparente de coque de carvão mineral: quantidade.";"Não oculta";"Internet";360;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11825";"ANP_MCARVAOM";"Inativa";"ANP";"Comércio exterior";"Importações - carvão mineral - qde.";"Importações de carvão mineral: quantidade";"Não oculta";"Internet";45;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11826";"ANP_PCARVAOM";"Inativa";"ANP";"Produção";"Produção - carvão mineral - qde.";"Produção de carvão mineral: quantidade";"Não oculta";"Internet";45;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11827";"ANP_CCARVAOM";"Inativa";"ANP";"Consumo e vendas";"Consumo aparente - carvão mineral - qde.";"Consumo aparente de carvão mineral: quantidade";"Não oculta";"Internet";45;0;1;"Incluída em 17/jun/2004";NA;"ANP";"Internet";"Macro"
"11828";"ELETRO_PEET";"Inativa";"Eletrobras";"Produção";"Produção - energia elétrica - qde.";"Produção de energia elétrica: quantidade";"Não oculta";"Internet";360;0;1;"Incluída em 17/jun/2004";NA;"ELETRO";"Internet";"Macro"
"11829";"ELETRO_PEEHIDR";"Inativa";"Eletrobras";"Produção";"Produção - energia elétrica - hidráulica - qde.";"Produção de energia elétrica hidráulica: quantidade";"Não oculta";"Internet";360;0;1;"Incluída em 17/jun/2004";NA;"ELETRO";"Internet";"Macro"
"11830";"ELETRO_PEETERM";"Inativa";"Eletrobras";"Produção";"Produção - energia elétrica - térmica - qde.";"Produção de energia elétrica térmica: quantidade";"Não oculta";"Internet";360;0;1;"Incluída em 17/jun/2004";NA;"ELETRO";"Internet";"Macro"
"11831";"HIST_HIDRELET";"Inativa";"Outras fontes";"Produção";"Produção - hidrelétrica - estimativas - qde.";"Estimativas da produção hidrelétrica: quantidade";"Não oculta";"Internet";45;0;1;"Incluída em 17/jun/2004";NA;"HIST";"Internet";"Macro"
"11832";"PIBPMCE";"Ativa";"IBGE";"Contas Regionais";"PIB Estadual a preços de mercado  corrente";"PIB Estadual a preços de mercado corrente";"Não oculta";"Internet";NA;0;0;NA;NA;"PIBPMCE";"Internet";"Regional"
"11833";"PIBVRAE";"Ativa";"IBGE";"Contas Regionais";"PIB Estadual - valor adicionado a preços constantes - var.(%)";"PIB Estadual - valor adicionado a preços constantes - var.(%)";"Não oculta";"Internet";NA;0;0;NA;NA;"PIBVRAE";"Internet";"Regional"
"11834";"FUNCEX4_XPPETCAR4";"Inativa";"Funcex/Séries antigas";"Comércio exterior";"Exportações - setor: petróleo e carvão - preços - índice (média 2006 = 100)";"Índice de preços das exportações por setor: petróleo e carvão (média 2006 = 100)";"Não oculta";"Internet";20;0;0;"Incluída em 06/jul/2004";NA;"FUNCEX4";"Internet";"Macro"
"11835";"FUNCEX4_XQPETCAR4";"Inativa";"Funcex/Séries antigas";"Comércio exterior";"Exportações - setor: petróleo e carvão - quantum - índice (média 2006 = 100)";"Índice de quantum das exportações por setor: petróleo e carvão (média 2006 = 100)";"Não oculta";"Internet";20;0;0;"Incluída em 06/jul/2004";NA;"FUNCEX4";"Internet";"Macro"
"11836";"FUNCEX12_MDVCAF12";"Inativa";"Funcex/Séries antigas";"Comércio exterior";"Importações - setor: café - (FOB)";"Valor FOB das importações por setor: café";"Não oculta";"Internet";20;0;0;"Incluída em 06/jul/2004";NA;"FUNCEX12";"Internet";"Macro"
"11837";"FUNCEX12_MDVACUCT12";"Inativa";"Funcex/Séries antigas";"Comércio exterior";"Importações - setor: açucar - (FOB)";"Valor FOB das importações por setor: açucar";"Não oculta";"Internet";20;0;0;"Incluída em 06/jul/2004";NA;"FUNCEX12";"Internet";"Macro"
"11838";"FUNCEX12_XVPETCAR12";"Inativa";"Funcex/Séries antigas";"Comércio exterior";"Exportações - setor: petróleo e carvão - (FOB)";"Valor FOB das exportações por setor: petróleo e carvão";"Não oculta";"Internet";20;0;0;"Incluída em 06/jul/2004";NA;"FUNCEX12";"Internet";"Macro"
"11839";"FUNCEX12_XVFARPER12";"Inativa";"Funcex/Séries antigas";"Comércio exterior";"Exportações - setor: farmacêutica e perfumaria - (FOB)";"Valor FOB das exportações por setor: farmacêutica e perfumaria";"Não oculta";"Internet";20;0;0;"Incluída em 06/jul/2004";NA;"FUNCEX12";"Internet";"Macro"
"11840";"FUNCEX12_XVPLAT12";"Inativa";"Funcex/Séries antigas";"Comércio exterior";"Exportações - setor: plástica - (FOB)";"Valor FOB das exportações por setor: plástica";"Não oculta";"Internet";20;0;0;"Incluída em 06/jul/2004";NA;"FUNCEX12";"Internet";"Macro"
"11841";"FUNCEX12_XVVEST12";"Inativa";"Funcex/Séries antigas";"Comércio exterior";"Exportações - setor: artigos de vestuário - (FOB)";"Valor FOB das exportações por setor: artigos de vestuário";"Não oculta";"Internet";20;0;0;"Incluída em 06/jul/2004";NA;"FUNCEX12";"Internet";"Macro"
"11842";"FUNCEX12_XVLAT12";"Inativa";"Funcex/Séries antigas";"Comércio exterior";"Exportações - setor: laticínios - (FOB)";"Valor FOB das exportações por setor: laticínios";"Não oculta";"Internet";20;0;0;"Incluída em 06/jul/2004";NA;"FUNCEX12";"Internet";"Macro"
"11843";"DOMAG";"Ativa";"IBGE";"Habitação";"Domicilios -  com água canalizada rede geral - número";"Domicilios -  com água canalizada rede geral - número";"Não oculta";"Internet";NA;0;0;NA;NA;"DOMAG";"Internet";"Social"
"11844";"DOMEL";"Ativa";"IBGE";"Habitação";"Domicilios -  com iluminação elétrica - número";"Domicilios -  com iluminação elétrica - número";"Não oculta";"Internet";NA;0;0;NA;NA;"DOMEL";"Internet";"Social"
"11845";"DOMIS";"Ativa";"IBGE";"Habitação";"Domicilios -  com instalações sanitárias rede geral - número";"Domicilios -  com instalações sanitárias rede geral - número";"Não oculta";"Internet";NA;0;0;NA;NA;"DOMIS";"Internet";"Social"
"11846";"NDOM";"Ativa";"IBGE";"Habitação";"Domícilios - número";"Domícilios - número";"Não oculta";"Internet";NA;0;0;NA;NA;"NDOM";"Internet";"Social"
"11847";"NDPAP";"Ativa";"IBGE";"Habitação";"Domicilios -  particulares permanentes - número";"Domicilios -  particulares permanentes - número";"Não oculta";"Internet";NA;0;0;NA;NA;"NDPAP";"Internet";"Social"
"11848";"DOMAGE";"Ativa";"IBGE";"Habitação";"Domicilios -  com água canalizada rede geral - número";"Domicilios -  com água canalizada rede geral - número";"Não oculta";"Internet";NA;0;0;NA;NA;"DOMAGE";"Internet";"Social"
"11849";"DOMELE";"Ativa";"IBGE";"Habitação";"Domicilios -  com iluminação elétrica - número";"Domicilios -  com iluminação elétrica - número";"Não oculta";"Internet";NA;0;0;NA;NA;"DOMELE";"Internet";"Social"
"11850";"DOMISE";"Ativa";"IBGE";"Habitação";"Domicilios -  com instalações sanitárias rede geral - número";"Domicilios -  com instalações sanitárias rede geral - número";"Não oculta";"Internet";NA;0;0;NA;NA;"DOMISE";"Internet";"Social"
"11851";"NDOME";"Ativa";"IBGE";"Habitação";"Domícilios - número";"Domícilios - número";"Não oculta";"Internet";NA;0;0;NA;NA;"NDOME";"Internet";"Social"
"11852";"SERASA12_CHSF12";"Ativa";"Serasa";"Consumo e vendas";"Cheques sem fundo";"Cheques sem fundo";"Não oculta";"Internet";50;0;0;"Incluída em 28/jul/2004";NA;"SERASA12";"Internet";"Macro"
"11853";"OCDE_PRODCAN";"Ativa";"OCDE";"Economia internacional";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Não oculta";"Internet";180;0;0;NA;NA;"OCDE";"Internet";"Macro"
"11854";"OCDE_PRODFRA";"Ativa";"OCDE";"Economia internacional";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Não oculta";"Internet";180;0;0;NA;NA;"OCDE";"Internet";"Macro"
"11855";"OCDE_PRODALE";"Ativa";"OCDE";"Economia internacional";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Não oculta";"Internet";360;0;0;NA;NA;"OCDE";"Internet";"Macro"
"11856";"OCDE_PRODITA";"Ativa";"OCDE";"Economia internacional";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Não oculta";"Internet";180;0;0;NA;NA;"OCDE";"Internet";"Macro"
"11857";"OCDE_PRODJAP";"Ativa";"OCDE";"Economia internacional";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Não oculta";"Internet";360;0;0;NA;NA;"OCDE";"Internet";"Macro"
"11858";"OCDE_PRODMEX";"Ativa";"OCDE";"Economia internacional";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Não oculta";"Internet";180;0;0;NA;NA;"OCDE";"Internet";"Macro"
"11859";"OCDE_PRODUK";"Ativa";"OCDE";"Economia internacional";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Não oculta";"Internet";180;0;0;NA;NA;"OCDE";"Internet";"Macro"
"11860";"OCDE_PRODEUA";"Ativa";"OCDE";"Economia internacional";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Produtividade por horas trabalhadas - índice (média 2010 = 100)";"Não oculta";"Internet";360;0;0;NA;NA;"OCDE";"Internet";"Macro"
"11861";"GCCR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - comércio - construção";"Estoque líquido capital - governo - comércio - construção";"Não oculta";"Intranet";NA;0;0;NA;NA;"GCCR";"Intranet";"Regional"
"11862";"GCMR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - comércio - máquinas e equipamentos";"Estoque líquido capital - governo - comércio - máquinas e equipamentos";"Não oculta";"Intranet";NA;0;0;NA;NA;"GCMR";"Intranet";"Regional"
"11863";"GCOR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - comércio - outros";"Estoque líquido capital - governo - comércio - outros";"Não oculta";"Intranet";NA;0;0;NA;NA;"GCOR";"Intranet";"Regional"
"11864";"GCN";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - comércio";"Estoque líquido capital - governo - comércio";"Não oculta";"Internet";NA;0;0;NA;NA;"GCN";"Internet";"Regional"
"11865";"GICR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - industria - construção";"Estoque líquido capital - governo - industria - construção";"Não oculta";"Intranet";NA;0;0;NA;NA;"GICR";"Intranet";"Regional"
"11866";"GIMR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - industria - máquinas e equipamentos";"Estoque líquido capital - governo - industria - máquinas e equipamentos";"Não oculta";"Intranet";NA;0;0;NA;NA;"GIMR";"Intranet";"Regional"
"11867";"GIOR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - industria - outros";"Estoque líquido capital - governo - industria - outros";"Não oculta";"Intranet";NA;0;0;NA;NA;"GIOR";"Intranet";"Regional"
"11868";"GIN";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - industria";"Estoque líquido capital - governo - industria";"Não oculta";"Internet";NA;0;0;NA;NA;"GIN";"Internet";"Regional"
"11869";"GSCR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - serviços - construção";"Estoque líquido capital - governo - serviços - construção";"Não oculta";"Intranet";NA;0;0;NA;NA;"GSCR";"Intranet";"Regional"
"11870";"GSMR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - serviços - máquinas e equipamentos";"Estoque líquido capital - governo - serviços - máquinas e equipamentos";"Não oculta";"Intranet";NA;0;0;NA;NA;"GSMR";"Intranet";"Regional"
"11871";"GSOR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - serviços - outros";"Estoque líquido capital - governo - serviços - outros";"Não oculta";"Intranet";NA;0;0;NA;NA;"GSOR";"Intranet";"Regional"
"11872";"GSN";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - serviços";"Estoque líquido capital - governo - serviços";"Não oculta";"Internet";NA;0;0;NA;NA;"GSN";"Internet";"Regional"
"11873";"NEGC";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - informantes - comércio";"Estoque líquido capital - governo - informantes - comércio";"Não oculta";"Intranet";NA;0;0;NA;NA;"NEGC";"Intranet";"Regional"
"11874";"NEGI";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - informantes - indústria";"Estoque líquido capital - governo - informantes - indústria";"Não oculta";"Intranet";NA;0;0;NA;NA;"NEGI";"Intranet";"Regional"
"11875";"NEGS";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - governo - informantes - serviços";"Estoque líquido capital - governo - informantes - serviços";"Não oculta";"Intranet";NA;0;0;NA;NA;"NEGS";"Intranet";"Regional"
"11876";"NEKC";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - privado - informantes - comércio";"Estoque líquido capital - privado - informantes - comércio";"Não oculta";"Internet";NA;0;0;NA;NA;"NEKC";"Internet";"Regional"
"11877";"NEKI";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - privado - informantes - indústria";"Estoque líquido capital - privado - informantes - indústria";"Não oculta";"Internet";NA;0;0;NA;NA;"NEKI";"Internet";"Regional"
"11878";"NEKS";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - privado - informantes - serviços";"Estoque líquido capital - privado - informantes - serviços";"Não oculta";"Internet";NA;0;0;NA;NA;"NEKS";"Internet";"Regional"
"11879";"KUNRR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - empresas privadas";"Estoque líquido capital - empresas privadas";"Não oculta";"Internet";NA;0;0;NA;NA;"KUNRR";"Internet";"Regional"
"11880";"KUNRSCTR";"Ativa";"IPEA";"Estoque de capital";"Estoque líquido capital - empresas privadas (exclusive construção e transporte)";"Estoque líquido capital - empresas privadas (exclusive construção e transporte)";"Não oculta";"Internet";NA;0;0;NA;NA;"KUNRSCTR";"Internet";"Regional"
"11881";"AREA";"Ativa";"IBGE";"Geográfico";"Área Geográfica publicada nos Censos";"Área Geográfica publicada nos Censos";"Não oculta";"Internet";NA;0;0;NA;NA;"AREA";"Internet";"Regional"
"11882";"ALTITUDE";"Ativa";"IBGE";"Geográfico";"Altitude para os municípios da divisão político administrativa vigente em 2000";"Altitude para os municípios da divisão político administrativa vigente em 2000";"Não oculta";"Internet";NA;0;0;NA;NA;"ALTITUDE";"Internet";"Regional"
"11883";"TOTMUNE";"Ativa";"IBGE";"Geográfico";"Números de Municípios";"Total de Municípios";"Não oculta";"Internet";NA;0;0;NA;NA;"TOTMUNE";"Internet";"Regional"
"11884";"AGENCIAS";"Ativa";"BCB";"Moeda e crédito";"Número de agências bancárias";"Número de agências bancárias";"Não oculta";"Internet";NA;0;0;NA;NA;"AGENCIAS";"Internet";"Regional"
"11885";"DEPOSITGOV";"Ativa";"BCB";"Moeda e crédito";"Depósitos bancários à vista - governo";"Depósitos bancários à vista - governo ";"Não oculta";"Internet";NA;0;0;NA;NA;"DEPOSITGOV";"Internet";"Regional"
"11886";"DEPOSITPRI";"Ativa";"BCB";"Moeda e crédito";"Depósitos bancários à vista - privado";"Depósitos bancários à vista - privado";"Não oculta";"Internet";NA;0;0;NA;NA;"DEPOSITPRI";"Internet";"Regional"
"11887";"POUPANCA";"Ativa";"BCB";"Moeda e crédito";"Poupança";"Poupança";"Não oculta";"Internet";NA;0;0;NA;NA;"POUPANCA";"Internet";"Regional"
"11888";"DEPOSITPRA";"Ativa";"BCB";"Moeda e crédito";"Depósitos bancários à prazo";"Depósitos bancários à prazo";"Não oculta";"Internet";NA;0;0;NA;NA;"DEPOSITPRA";"Internet";"Regional"
"11889";"OBRIGREC";"Ativa";"BCB";"Moeda e crédito";"Obrigações por recebimento";"Obrigações por recebimento";"Não oculta";"Internet";NA;0;0;NA;NA;"OBRIGREC";"Internet";"Regional"
"11890";"APLICACOES";"Ativa";"BCB";"Moeda e crédito";"Aplicações bancárias";"Aplicações bancárias";"Não oculta";"Internet";NA;0;0;NA;NA;"APLICACOES";"Internet";"Regional"
"11891";"DISTCAPF";"Ativa";"IPEA";"Geográfico";"Distância à capital federal para os municípios da divisão político administrativa vigente em 2000";"Distância à capital federal para os municípios da divisão político administrativa vigente em 2000";"Não oculta";"Internet";NA;0;0;NA;NA;"DISTCAPF";"Internet";"Regional"
"11892";"DISTCAPU";"Ativa";"IPEA";"Geográfico";"Distância à capital estadual para os municípios da divisão político administrativa vigente em 2000";"Distância à capital estadual para os municípios da divisão político administrativa vigente em 2000";"Não oculta";"Internet";NA;0;0;NA;NA;"DISTCAPU";"Internet";"Regional"
"11893";"PIMPF12_OUTMET12";"Inativa";"IBGE/PIM-PF antiga";"Produção";"Produção industrial - outros materais metalúrgicos - quantum - nível 80 - índice (média 1991 = 100)";"Produção industrial - outros materais metalúrgicos - quantum - nível 80 - índice (média 1991 = 100)";"Oculta";"Intranet";0;0;0;NA;NA;"PIMPF12";"Oculta";"Macro"
"11894";"PIMPF12_MAQEQUI12";"Inativa";"IBGE/PIM-PF antiga";"Produção";"Produção industrial - máquinas e equipamentos - quantum - nível 80 - índice (média 1991 = 100)";"Produção industrial - máquinas e equipamentos - quantum - nível 80 - índice (média 1991 = 100)";"Oculta";"Intranet";0;0;0;NA;NA;"PIMPF12";"Oculta";"Macro"
"11895";"PIMPF12_MAQTERR12";"Inativa";"IBGE/PIM-PF antiga";"Produção";"Produção industrial - tratores e máquinas planagem - quantum - nível 80 - índice (média 1991 = 100)";"Produção industrial - tratores e máq. de terraplan. - quantum - nível 80 - índice (média 1991 = 100)";"Oculta";"Intranet";0;0;0;NA;NA;"PIMPF12";"Oculta";"Macro"
"11896";"PIMPF12_MATELET12";"Inativa";"IBGE/PIM-PF antiga";"Produção";"Produção industrial - materiais elétricos - quantum - nível 80 - índice (média 1991 = 100)";"Produção industrial - materiais elétricos - quantum - nível 80 - índice (média 1991 = 100)";"Oculta";"Intranet";0;0;0;NA;NA;"PIMPF12";"Oculta";"Macro"
"11897";"PIMPF12_EQELETRO12";"Inativa";"IBGE/PIM-PF antiga";"Produção";"Produção industrial - equipamentos eletrônicos - quantum - nível 80 - índice (média 1991 = 100)";"Produção industrial - equipamentos eletrônicos - quantum - nível 80 - índice (média 1991 = 100)";"Oculta";"Intranet";0;0;0;NA;NA;"PIMPF12";"Oculta";"Macro"
"11898";"PIMPF12_AUTCAMONI12";"Inativa";"IBGE/PIM-PF antiga";"Produção";"Produção industrial - automóveis, caminhões, ônibus - quantum - nível 80 - índice (média 1991 = 100)";"Produção industrial - automóveis, caminhões, ônibus - quantum - nível 80 - índice (média 1991 = 100)";"Oculta";"Intranet";0;0;0;NA;NA;"PIMPF12";"Oculta";"Macro"
"11899";"PIMPF12_OUTVEIC12";"Inativa";"IBGE/PIM-PF antiga";"Produção";"Produção industrial - outros veículos e peças - quantum - nível 80 - índice (média 1991 = 100)";"Produção industrial - outros veículos e peças - quantum - nível 80 - índice (média 1991 = 100)";"Oculta";"Intranet";0;0;0;NA;NA;"PIMPF12";"Oculta";"Macro"
"11900";"PIMPFN12_YICC12";"Inativa";"IBGE/PIM-PF antiga";"Produção";"Produção industrial - insumos - construção civil - quantum - índice (média 2002 = 100)";"Produção industrial - insumos - construção civil - quantum - índice (média 2002 = 100)";"Não oculta";"Internet";40;0;0;NA;NA;"PIMPFN12";"Internet";"Macro"
"11901";"FLOTOT";"Ativa";"IBGE";"Agropecuária";"Utilização das terras - matas e florestas  totais- área";"Utilização das terras - matas e florestas  totais- área";"Não oculta";"Internet";NA;0;0;NA;NA;"FLOTOT";"Internet";"Regional"
"11902";"PASTOT";"Ativa";"IBGE";"Agropecuária";"Utilização das terras - pastagens totais - área";"Utilização das terras - pastagens totais - área";"Não oculta";"Internet";NA;0;0;NA;NA;"PASTOT";"Internet";"Regional"
"11903";"BM12_SFRLPF12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - pessoas físicas";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - pessoas físicas";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11904";"BM12_SFRLPJ12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - pessoas jurídicas";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - pessoas jurídicas";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11905";"BM12_SFRL12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11906";"BM12_SFRLY12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11907";"BM12_SFRDH12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos direcionados - habitação";"Operações de crédito do sistema financeiro aos setores público e privado - recursos direcionados - habitação";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11908";"BM12_SFRDR12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos direcionados - rural";"Operações de crédito do sistema financeiro aos setores público e privado - recursos direcionados - rural";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11909";"BM12_SFRDBNDESD12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos direcionados - BNDES - direto";"Operações de crédito do sistema financeiro aos setores público e privado - recursos direcionados - BNDES - direto";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11910";"BM12_SFRDBNDESR12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos direcionados - BNDES - repasses";"Operações de crédito do sistema financeiro aos setores público e privado- recursos direcionados - BNDES - repasses";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11911";"BM12_SFRDBNDES12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos direcionados - BNDES";"Operações de crédito do sistema financeiro aos setores público e privado - recursos direcionados - BNDES";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11912";"BM12_SFRDOUT12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos direcionados - outros";"Operações de crédito do sistema financeiro aos setores público e privado- recursos direcionados - outros";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11913";"BM12_SFRD12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos direcionados";"Operações de crédito do sistema financeiro aos setores público e privado - recursos direcionados";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11914";"BM12_SFRDY12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos direcionados";"Operações de crédito do sistema financeiro aos setores público e privado - recursos direcionados";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11915";"BM12_SFPUBL12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor público";"Operações de crédito do sistema financeiro ao setor público";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11916";"BM12_SFTOT12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado";"Operações de crédito do sistema financeiro aos setores público e privado";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11917";"BM12_SFTOTY12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado";"Operações de crédito do sistema financeiro aos setores público e privado";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11918";"BM12_SFPUBLGF12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor público - governo federal";"Operações de crédito do sistema financeiro ao setor público - governo federal";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11919";"BM12_SFPUBLEM12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor público - governos estaduias e municipais";"Operações de crédito do sistema financeiro ao setor público - governos estaduias e municipais";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11920";"BM12_SFPRIIND12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor privado - indústria";"Operações de crédito do sistema financeiro ao setor privado - indústria";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
