;SERCODIGOTROLL;FNTID;TEMID;PERID;SERNOME_P;SERDESCRICAO_P;BANCO;GRANDE_TEMA;Extração de dados;Link da fonte;Link no comentário (se houver)
441;SCN10_VAIND10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - indústria - índice (base 2010 = 100);Produto interno bruto (PIB) - indústria:  índice (base 2010 = 100);SCN10;Macro;;;
442;SCN10_VACOM10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - comércio - índice (base 2010 = 100);Produto interno bruto (PIB) - serviços - comércio:  índice (base 2010 = 100);SCN10;Macro;;;
443;SCN10_VATRA10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - transporte, armazenagem e correio - índice (base 2010 = 100);Produto interno bruto (PIB) - serviços - transporte, armazenagem e correios:  índice (base 2010 = 100);SCN10;Macro;;;
444;SCN10_VACC10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - serviços de informação - índice (base 2010 = 100);Produto interno bruto (PIB) - serviços - serviços de informação:  índice (base 2010 = 100);SCN10;Macro;;;
445;SCN10_VAIF10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - intermediação financeira - índice (base 2010 = 100);Produto interno bruto (PIB) - serviços - intermediação financeira, seguros e previdência complementar e serviços relacionados:  índice (base 2010 = 100);SCN10;Macro;;;
446;SCN10_VAAL10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - atividades imobiliárias - índice (base 2010 = 100);Produto interno bruto (PIB) - serviços - atividades imobiliárias:  índice (base 2010 = 100);SCN10;Macro;;;
447;SCN10_VAOUTS10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - outros - índice (base 2010 = 100);Produto interno bruto (PIB) - serviços - outros:  índice (base 2010 = 100);SCN10;Macro;;;
448;SCN10_VASERV10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - índice (base 2010 = 100);Produto interno bruto (PIB) - serviços:  índice (base 2010 = 100);SCN10;Macro;;;
449;SCN10_CT10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Consumo final - índice (base 2010 = 100);Consumo final: índice (base 2010 = 100);SCN10;Macro;;;
450;SCN10_CFISFLSF10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Consumo final - ISFLSF - índice (base 2010 = 100);Consumo final das instituições sem fins de lucro a serviço das famílias (ISFLSF): índice (base 2010 = 100);SCN10;Macro;;;
451;SCN10_CFPPNEX10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Consumo final - famílias - exclusive ISFLSF - índice (base 2010 = 100);Consumo final das famílias - exclusive instituições sem fins de lucro a serviço das famílias (ISFLSF): índice (base 2010 = 100);SCN10;Macro;;;
452;SCN10_CFG10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Consumo final - governo - índice (base 2010 = 100);Consumo final do governo: índice (base 2010 = 100);SCN10;Macro;;;
453;SCN10_FBKFC10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital fixo - formação bruta - construção - índice (base 2010 = 100);Formação bruta de capital fixo - construção: índice (base 2010 = 100);SCN10;Macro;;;
454;SCN10_FBKFM10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital fixo - formação bruta - máquinas e equipamentos -  índice (base 2010 = 100);Formação bruta de capital fixo - máquinas e equipamentos: índice (base 2010 = 100);SCN10;Macro;;;
455;SCN10_FBKFO10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital fixo - formação bruta - outros -  índice (base 2010 = 100);Formação bruta de capital fixo - outros: índice (base 2010 = 100);SCN10;Macro;;;
456;SCN10_FBKF10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital fixo - formação bruta - índice (base 2010 = 100);Formação bruta de capital fixo: índice (base 2010 = 100);SCN10;Macro;;;
457;SCN10_VESTO10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital - formação bruta - variação de estoque - índice (base 2010 = 100);Formação bruta de capital - variação de estoque: índice (base 2010 = 100);SCN10;Macro;;;
458;SCN10_FBK10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital - formação bruta - índice (base 2010 = 100);Formação bruta de capital: índice (base 2010 = 100);SCN10;Macro;;;
459;SCN10_XBSZ10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Exportações - bens e serviços - índice (base 2010 = 100);Exportações de bens e serviços: índice (base 2010 = 100);SCN10;Macro;;;
460;SCN10_MBSZ10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Importações - bens e serviços - índice (base 2010 = 100);Importações de bens e serviços: índice (base 2010 = 100);SCN10;Macro;;;
461;SCN10_PIBP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - preços de mercado (preços 2010);Produto interno bruto (PIB) a preços de mercado (preços 2010);SCN10;Macro;;;
462;SCN10_PIBPBP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - preços básicos (preços 2010);Produto interno bruto (PIB) a preços básicos (preços 2010);SCN10;Macro;;;
463;SCN10_VAAGROP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - agropecuária (preços 2010);Produto interno bruto (PIB) - agropecuária (preços 2010);SCN10;Macro;;;
464;SCN10_VAEMP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - indústria - extrativa mineral (preços 2010);Produto interno bruto (PIB) - indústria extrativa mineral (preços 2010);SCN10;Macro;;;
465;SCN10_VAITP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - indústria - transformação (preços 2010);Produto interno bruto (PIB) - indústria de transformação (preços 2010);SCN10;Macro;;;
466;SCN10_VASUPP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - indústria - eletricidade e gás, água, esgoto e limpeza urbana (preços 2010);Produto interno bruto (PIB) - indústria - produção e distribuição de eletricidade e gás, água, esgoto e limpeza urbana (preços 2010);SCN10;Macro;;;
467;SCN10_VACOP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - indústria - construção civil (preços 2010);Produto interno bruto (PIB) - indústria - construção civil (preços 2010);SCN10;Macro;;;
468;SCN10_VAINDP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - indústria (preços 2010);Produto interno bruto (PIB) - indústria (preços 2010);SCN10;Macro;;;
469;SCN10_VACOMP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - comércio (preços 2010);Produto interno bruto (PIB) - serviços - comércio (preços 2010);SCN10;Macro;;;
470;SCN10_VATRAP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - transporte, armazenagem e correio (preços 2010);Produto interno bruto (PIB) - serviços - transporte, armazenagem e correios (preços 2010);SCN10;Macro;;;
471;SCN10_VACCP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - serviços de informação (preços 2010);Produto interno bruto (PIB) - serviços - serviços de informação (preços 2010);SCN10;Macro;;;
472;SCN10_VAIFP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - intermediação financeira (preços 2010);Produto interno bruto (PIB) - serviços - intermediação financeira, seguros e previdência complementar e serviços relacionados (preços 2010);SCN10;Macro;;;
473;SCN10_VAALP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - atividades imobiliárias (preços 2010);Produto interno bruto (PIB) - serviços - atividades imobiliárias (preços 2010);SCN10;Macro;;;
474;SCN10_VAOUTSP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - outros (preços 2010);Produto interno bruto (PIB) - serviços - outros (preços 2010);SCN10;Macro;;;
475;SCN10_VAADMP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços - administração, saúde e educação públicas e seguridade social (preços 2010);Produto interno bruto (PIB) - serviços - administração, saúde e educação públicas e seguridade social (preços 2010);SCN10;Macro;;;
476;SCN10_VASERVP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;PIB - serviços (preços 2010);Produto interno bruto (PIB) - serviços (preços 2010);SCN10;Macro;;;
477;SCN10_CTNP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Consumo final (preços 2010);Consumo final:(preços 2010);SCN10;Macro;;;
478;SCN10_CFISFLSFNP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Consumo final - ISFLSF (preços 2010);Consumo final das instituições sem fins de lucro a serviço das famílias (ISFLSF) (preços 2010);SCN10;Macro;;;
479;SCN10_CFPPNEXCP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Consumo final - famílias - exclusive ISFLSF (preços 2010);Consumo final das famílias - exclusive instituições sem fins de lucro a serviço das famílias (ISFLSF) (preços 2010);SCN10;Macro;;;
480;SCN10_CFGP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Consumo final - governo (preços 2010);Consumo final do governo (preços 2010);SCN10;Macro;;;
481;SCN10_FBKFCP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital fixo - formação bruta - construção (preços 2010);Formação bruta de capital fixo - construção (preços 2010);SCN10;Macro;;;
482;SCN10_FBKFMP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital fixo - formação bruta - máquinas e equipamentos  (preços 2010);Formação bruta de capital fixo - máquinas e equipamentos (preços 2010);SCN10;Macro;;;
483;SCN10_FBKFOP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital fixo - formação bruta - outros (preços 2010);Formação bruta de capital fixo - outros (preços 2010);SCN10;Macro;;;
484;SCN10_FBKFP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital fixo - formação bruta (preços 2010);Formação bruta de capital fixo (preços 2010);SCN10;Macro;;;
485;SCN10_VESTOP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital - formação bruta - variação de estoque (preços 2010);Formação bruta de capital - variação de estoque (preços 2010);SCN10;Macro;;;
486;SCN10_FBKP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Capital - formação bruta (preços 2010);Formação bruta de capital (preços 2010);SCN10;Macro;;;
487;SCN10_XBSZP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Exportações - bens e serviços (preços 2010);Exportações de bens e serviços (preços 2010);SCN10;Macro;;;
488;SCN10_MBSZP10;IBGE/SCN 2010 Anual;Contas nacionais;ANUAL;Importações - bens e serviços (preços 2010);Importações de bens e serviços (preços 2010);SCN10;Macro;;;
